q1,q2,q3,q4,q5,q6,dq1,dq2,dq3,dq4,dq5,dq6,t1,t2,t3,t4,t5,t6
-4.3168738106471575e-06,0.46177989348780263,-0.3926968412024892,1.4726207830945197e-05,-0.19999114697789536,3.298037391807376e-05,-0.002158436905323579,-0.009747155673405877,0.001120248117474913,0.007363103915472598,0.004426511052326598,0.01649018695903688,0.022049033416055342,20.44832945117998,-32.70992115702395,16.15067121834867,-10.033422401461578,11.3394007632592
-1.2941624747713676e-05,0.46174099439492927,-0.3926923139873391,4.394077992929284e-05,-0.1999734871382012,9.728819534765303e-05,-0.004312375468533259,-0.01944954643667112,0.0022636075750568406,0.014607286049173822,0.008829919847071696,0.03215391071478963,-0.03216650698995692,20.605148669184977,-32.6852957613486,16.077065630187352,-10.050086108235318,10.710274367709216
-2.5907174478544335e-05,0.46168284846276153,-0.3926854150627818,8.74327605632643e-05,-0.1999470312886456,0.00019134624998040403,-0.00648277486541533,-0.02907296608387223,0.003449462278646947,0.021745990316985736,0.013227924777801211,0.047029027316375496,-0.08563664699787914,20.76232280534859,-32.65980566409141,16.004018975391432,-10.06741961529556,10.111458635353346
-4.324481762193139e-05,0.4616056138671005,-0.39267605950110185,0.00014499898081454451,-0.199911790701251,0.0003136525429356197,-0.008668821571693526,-0.03861729783053758,0.0046777808399715015,0.028783110125640103,0.017620293697293826,0.06115314647760783,-0.13836909824476384,20.919827483385703,-32.6334718599588,15.931509024750055,-10.08541162040208,9.541504898738681
-6.498428476694958e-05,0.46150944900476637,-0.3926641624421579,0.00021644366380023594,-0.19986777712781062,0.00046277670629149716,-0.010869733572509097,-0.04808243116705546,0.005948529471960088,0.03572234149284571,0.022006786720190304,0.07456208167793874,-0.19037124318607251,21.077639833727957,-32.60631517129147,15.859515036230608,-10.104052453595871,8.999033737494544
-9.115380260946238e-05,0.46139451248052615,-0.39264963909902517,0.00030157804908583624,-0.1998150028126483,0.0006373565784391754,-0.0130847589212564,-0.057468262120108984,0.0072616715663565735,0.04256719264280014,0.026387157581161856,0.08728993607383913,-0.24165014583451996,21.235738316174512,-32.57835622694002,15.788017688654767,-10.123333856404843,8.482731662771663
-0.00012178015134495216,0.4612609630935875,-0.3926324047643727,0.00040022003536416165,-0.19975348050297398,0.0008360949470320199,-0.015313174367744882,-0.06677469346932828,0.008617167326224907,0.04932099313916271,0.03076115483716697,0.09936918429642222,-0.2922125626534451,21.394102560790763,-32.54961544470079,15.716999018394565,-10.143248785737624,7.99134796054542
-0.00015688871944969783,0.46110895982373906,-0.39261237481747757,0.0005121938405199529,-0.19968322345711365,0.0010577564476974208,-0.01755428405237283,-0.07600163492421756,0.010014973447573496,0.055986902577895625,0.03512852293016176,0.1108307503327004,-0.3420649534998336,21.5527132252506,-32.520113016842636,15.646442358950221,-10.163791239879563,7.523691686161541
-0.00019650355597601243,0.4609386618172073,-0.3925894647317878,0.0006373296782425319,-0.19960424545086367,0.0013011646110541097,-0.019807418263157302,-0.08514900326589168,0.011455042844896885,0.06256791886128947,0.03948900312499336,0.12170408167834447,-0.39121349253327325,21.711551866993275,-32.489868898309986,15.576332283275617,-10.1849561042669,7.078628802869555
-0.00024064742048124287,0.4607502283722919,-0.3925635900829559,0.0007754634503894353,-0.1995165607821922,0.0015651990509356285,-0.022071932252615216,-0.09421672245768613,0.012937324415952618,0.06906688607345171,0.04384233433572947,0.1320172199407594,-0.43966407902480825,21.870600828723333,-32.458902797235694,15.506654548721716,-10.206739014950193,6.655079457438344
-0.00028934183070450955,0.46054381892483537,-0.39253466655727276,0.0009264364543425353,-0.19942018427448752,0.0018487927870609866,-0.024347205111633356,-0.10320472372827993,0.014461762841560468,0.07548650197654999,0.048188253852344695,0.14179686806267902,-0.48742234801438916,22.02984313592701,-32.4272341674439,15.437396044473038,-10.22913623787105,6.252015386280315
-0.0003426071080997108,0.46031959303357417,-0.3925026099604395,0.0010900951046348617,-0.19931513127853057,0.0021509296957175654,-0.02663263869760061,-0.11211294563058884,0.01602829841663458,0.08182932514616326,0.05252649797848152,0.15106845432828928,-0.5344936807778432,22.189262405206172,-32.39488220265766,15.368544741356942,-10.252144562266988,5.8684574458267
-0.0004004624213281197,0.4600777103654155,-0.39246733622662144,0.0012662906681612635,-0.19920141767335073,0.0024706420823297592,-0.02892765661420447,-0.12094133407934185,0.01763686690904164,0.0880977817632009,0.05685680258991874,0.159856193306097,-0.5808832150743927,22.34884276234969,-32.361865832164185,15.30008964391044,-10.27576120669117,5.503473261197162
-0.00046292582780895245,0.4598183306806756,-0.392428761427735,0.0014548790123192653,-0.1990790598661059,0.002807008370080451,-0.031231703240416353,-0.12968984236994444,0.019287399443223434,0.09429417207900086,0.06117890362240134,0.16818314387534572,-0.6265958551540517,22.508568769165798,-32.32820371771947,15.232020744594106,-10.29998373628981,5.156174987493014
-0.0005300143134215659,0.4595416138183137,-0.3923868017829233,0.0016557203654580846,-0.1989480747911127,0.003159150899031901,-0.03354424280630674,-0.1383584311809532,0.02097982240583341,0.10042067656940974,0.06549253749660298,0.17607126447572505,-0.6716362815110399,22.668425358196203,-32.2939142515004,15.164328980047419,-10.324809990117593,4.825717178315842
-0.0006017438304484502,0.4592477196811892,-0.39234137366818145,0.0018686790890438446,-0.19880847990813832,0.003526233830458714,-0.03586475851344215,-0.14694706856223605,0.022714057370918323,0.10647936179288002,0.06979744148719613,0.18354146571340654,-0.7160089603748542,22.828397774518486,-32.25901555493839,15.097006189284699,-10.350238017399619,4.511294756372312
-0.0006781293338438934,0.4589368082213679,-0.3922923936260966,0.002093623460977621,-0.19866029320005374,0.003907461151358816,-0.0381927516977216,-0.1554557299106665,0.0244900210424292,0.11247218596688809,0.07409335404228722,0.19061366045005101,-0.7597181529351007,22.988471523920786,-32.22352547828882,15.03004507373534,-10.376266021758905,4.212141081272737
-0.0007591848159091149,0.4586090394254979,-0.3922397783756724,0.002330425469530186,-0.19850353316993607,0.004302074774349519,-0.04052774103261077,-0.16388439793499876,0.026307625212074536,0.11840100427628253,0.07838001505882772,0.19730681149535118,-0.8027679242997268,23.148632326803806,-32.18746160080924,14.963439159036675,-10.402892312531613,3.927526109865818
-0.0008449233394507717,0.45826457330027515,-0.39218344482221096,0.0025789606173832066,-0.198338218837698,0.004709352728385295,-0.04286926177082839,-0.1722330626113879,0.028166776730734793,0.12426757392651024,0.08265716611902903,0.20363897701788813,-0.845162152189102,23.308866077228984,-32.150841231436424,14.897182758492011,-10.430115262383282,3.6567546446753147
-0.0009353570694960328,0.45790356985801345,-0.3921233100672273,0.0028391077352912858,-0.19816436973631343,0.005128607435952439,-0.04521686502263058,-0.18050172113085677,0.03006737749184287,0.13007355895403955,0.08692455069228411,0.2096273537835723,-0.8869045353705636,23.469158806587885,-32.11368140986692,14.831270938110883,-10.457933270521124,3.3991646662173545
-0.0010304973036338854,0.4575261891023337,-0.3920592914183767,0.0031107488049026888,-0.19798200590770018,0.005559184072603835,-0.04757011706892631,-0.18869037783986473,0.032009324425302556,0.13582053480570142,0.09118191430662653,0.21528831832569775,-0.9279986018397028,23.629496651421817,-32.07599890795905,14.765699483152279,-10.486344730872135,3.1541257451793805
-0.0011303545010489663,0.45713259101398374,-0.39199130639937535,0.00339376879029889,-0.1977911478983135,0.006000459004895134,-0.04992859870754045,-0.19679904417500202,0.03399250950066759,0.14150999269810055,0.09542900469333158,0.22063746614564933,-0.9684477167558858,23.789865824965354,-32.037810231385286,14.700464866095865,-10.515348004662421,2.9210375306346625
-0.0012349383103110066,0.4567229355367983,-0.39191927275989846,0.003688055477834305,-0.19759181675449775,0.00645183830297224,-0.05229190463102012,-0.20482773859271633,0.036016819738439704,0.14714334376770752,0.09966557190788157,0.22568964903855293,-1.0082550901403895,23.950252592031198,-31.99913162147424,14.635564215969703,-10.544941396893268,2.6993283106497197
-0.0013442575959799188,0.4562973825638086,-0.3918431084854415,0.003993499323877761,-0.1973840340176374,0.006912756324239516,-0.05465964283445608,-0.21277648649487238,0.03808213722846599,0.15272192302172774,0.10389136843017284,0.23045901063363813,-1.0474237843461083,24.110643246891257,-31.959979057190967,14.570995288966728,-10.575123136263255,2.4884536418167227
-0.0014583204640836447,0.4558560919235069,-0.39176273180713245,0.0043099933100764695,-0.19716782171914435,0.007382674364709075,-0.05703143405186292,-0.22064532015085178,0.040188339154525785,0.15824699309935422,0.10810614924653227,0.23495902023477946,-1.0859567213081462,24.271024093844815,-31.92036825721151,14.506756440285626,-10.60589135813372,2.287895044409206
-0.0015771342865231067,0.45539922336627325,-0.39167806121148385,0.004637432805781558,-0.19694320237531268,0.007861079374794246,-0.05940691121973096,-0.2284342786168156,0.04233529782429598,0.16371974785254437,0.11230967191583247,0.2392025050425854,-1.1238566895847588,24.431381430191855,-31.880314682053914,14.44284659713495,-10.63724409017742,2.0971587600178068
-0.0017007057244559636,0.4549269365509679,-0.3915890154500759,0.004975715437291596,-0.19671019898206918,0.008347482736465257,-0.061785718966428475,-0.2361434076526775,0.044522880703972575,0.16914131575501878,0.11650169662174506,0.243201680835505,-1.1611263511981316,24.591701531363746,-31.8398335362359,14.379265232842577,-10.669179240391067,1.9157745686733323
-0.001829040750708355,0.45443939103169334,-0.3914955135491621,0.0053247409635871126,-0.1964688350096433,0.008841419098832676,-0.06416751312619567,-0.24377275963726744,0.046750950456905714,0.17451276314775832,0.12068198621294617,0.2469681811837094,-1.1977682482843786,24.751970637982573,-31.798939770432746,14.316012342015476,-10.701694587184393,1.743294662608043
-0.0019621446712614183,0.45393674624472913,-0.3913974748191908,0.005684411158244861,-0.19621913439717753,0.009342445269364617,-0.06655196027653174,-0.25132239348210694,0.04901936498567735,0.17983509732887445,0.12485030623288704,0.25051308526597077,-1.2337848095619102,24.912174944647937,-31.757648083613564,14.253088416697597,-10.73478777129243,1.5792925739425987
-0.0021000221458570847,0.4534191614956408,-0.39129481886423656,0.0060546296972355555,-0.19596112154729642,0.009850139158077413,-0.06893873729783324,-0.2587923745441624,0.05132797747711479,0.1851092694953471,0.1290064249405615,0.25384694435639793,-1.2691783566270893,25.072300590267538,-31.7159729251403,14.190494423476425,-10.76845628928361,1.423362153716095
